pcode_district,provisional_licences_male,provisional_licences_female,provisional_total,full_licences_male,full_licences_female,full_total,file_date
OX01,1711,1412,3123,6163,4897,11060,2018-06-01
OX02,2948,3207,6155,13381,12242,25623,2018-06-01
OX03,3335,4108,7443,13472,11134,24606,2018-06-01
OX04,5855,6151,12006,17947,13416,31363,2018-06-01
OX05,1422,1489,2911,9264,8224,17488,2018-06-01
OX06,33,28,61,84,70,154,2018-06-01
OX07,837,1087,1924,9458,9046,18504,2018-06-01
OX08,48,47,95,190,154,344,2018-06-01
OX09,558,665,1223,5851,5569,11420,2018-06-01
OX10,1109,1313,2422,10239,9491,19730,2018-06-01
OX11,1584,2051,3635,14504,12809,27313,2018-06-01
OX12,1090,1324,2414,10419,9503,19922,2018-06-01
OX13,485,631,1116,5648,5278,10926,2018-06-01
OX14,2054,2513,4567,16807,14939,31746,2018-06-01
OX15,603,658,1261,8215,8003,16218,2018-06-01
OX16,2858,3631,6489,16400,12961,29361,2018-06-01
OX17,481,558,1039,7467,7181,14648,2018-06-01
OX18,914,1223,2137,9683,8836,18519,2018-06-01
OX20,202,225,427,1910,1916,3826,2018-06-01
OX23,0,0,0,1,0,1,2018-06-01
OX25,348,482,830,3995,3788,7783,2018-06-01
OX26,1730,2177,3907,12536,10860,23396,2018-06-01
OX27,222,303,525,2846,2824,5670,2018-06-01
OX28,1304,1549,2853,9904,9038,18942,2018-06-01
OX29,805,914,1719,9536,9076,18612,2018-06-01
OX33,293,283,576,3090,2972,6062,2018-06-01
OX39,164,220,384,3090,2953,6043,2018-06-01
OX44,257,360,617,3389,3180,6569,2018-06-01
OX49,120,151,271,1697,1738,3435,2018-06-01
PA00,0,0,0,1,0,1,2018-06-01
PA01,1468,1645,3113,6950,5489,12439,2018-06-01
PA02,2254,2928,5182,13212,11385,24597,2018-06-01
PA03,1948,2416,4364,6854,5165,12019,2018-06-01
PA04,1337,1782,3119,8302,7093,15395,2018-06-01
PA05,1374,1826,3200,6935,5611,12546,2018-06-01
PA06,162,215,377,2667,2657,5324,2018-06-01
PA07,200,260,460,2804,2667,5471,2018-06-01
PA08,746,992,1738,5343,4806,10149,2018-06-01
PA09,60,78,138,709,660,1369,2018-06-01
PA10,139,213,352,1446,1410,2856,2018-06-01
PA11,219,270,489,2248,2118,4366,2018-06-01
PA12,148,183,331,1272,1227,2499,2018-06-01
PA13,149,163,312,1803,1829,3632,2018-06-01
PA14,1265,1569,2834,4861,3960,8821,2018-06-01
PA15,1391,1609,3000,4532,3480,8012,2018-06-01
PA16,1962,2257,4219,9005,7948,16953,2018-06-01
PA17,77,83,160,911,832,1743,2018-06-01
PA18,74,114,188,1031,986,2017,2018-06-01
PA19,529,673,1202,4103,3667,7770,2018-06-01
PA20,337,448,785,2105,1718,3823,2018-06-01
PA21,40,33,73,340,289,629,2018-06-01
PA22,13,6,19,134,139,273,2018-06-01
PA23,747,944,1691,4320,3947,8267,2018-06-01
PA24,25,22,47,208,162,370,2018-06-01
PA25,0,4,4,24,24,48,2018-06-01
PA26,10,6,16,60,47,107,2018-06-01
PA27,17,41,58,297,286,583,2018-06-01
PA28,392,466,858,2574,2200,4774,2018-06-01
PA29,104,100,204,878,772,1650,2018-06-01
PA30,64,78,142,517,500,1017,2018-06-01
PA31,213,257,470,2012,1789,3801,2018-06-01
PA32,45,60,105,484,434,918,2018-06-01
PA33,34,31,65,306,260,566,2018-06-01
PA34,628,712,1340,3824,3302,7126,2018-06-01
PA35,47,78,125,546,535,1081,2018-06-01
PA36,2,1,3,19,14,33,2018-06-01
PA37,126,153,279,1151,1100,2251,2018-06-01
PA38,30,33,63,368,356,724,2018-06-01
PA39,3,0,3,3,7,10,2018-06-01
PA40,1,2,3,5,3,8,2018-06-01
PA41,12,15,27,55,53,108,2018-06-01
PA42,56,76,132,411,337,748,2018-06-01
PA43,52,64,116,296,253,549,2018-06-01
PA44,8,12,20,113,111,224,2018-06-01
PA45,13,10,23,58,46,104,2018-06-01
PA46,7,8,15,73,72,145,2018-06-01
PA47,5,8,13,66,58,124,2018-06-01
PA48,21,14,35,116,126,242,2018-06-01
PA49,5,11,16,69,75,144,2018-06-01
PA60,9,16,25,91,71,162,2018-06-01
PA61,6,15,21,59,52,111,2018-06-01
PA62,2,2,4,10,8,18,2018-06-01
PA63,1,0,1,3,4,7,2018-06-01
PA64,2,4,6,34,39,73,2018-06-01
PA65,11,10,21,89,84,173,2018-06-01
PA66,2,13,15,73,72,145,2018-06-01
PA67,15,13,28,97,99,196,2018-06-01
PA68,0,0,0,6,3,9,2018-06-01
PA69,1,1,2,10,6,16,2018-06-01
PA70,4,2,6,28,27,55,2018-06-01
PA71,1,0,1,24,18,42,2018-06-01
PA72,18,16,34,183,173,356,2018-06-01
PA73,3,2,5,25,23,48,2018-06-01
PA74,1,2,3,19,17,36,2018-06-01
PA75,70,87,157,584,551,1135,2018-06-01
PA76,5,7,12,60,62,122,2018-06-01
PA77,19,38,57,251,254,505,2018-06-01
PA78,11,13,24,75,65,140,2018-06-01
PA80,16,14,30,112,82,194,2018-06-01
PA81,4,6,10,19,10,29,2018-06-01
PA82,5,5,10,14,16,30,2018-06-01
PA83,0,0,0,2,1,3,2018-06-01
PA84,0,1,1,1,0,1,2018-06-01
PA85,3,4,7,3,5,8,2018-06-01
PA86,22,36,58,86,79,165,2018-06-01
PA87,28,39,67,50,42,92,2018-06-01
PA88,4,2,6,8,4,12,2018-06-01
PE01,4823,4945,9768,15577,9807,25384,2018-06-01
PE02,2873,3715,6588,17073,13938,31011,2018-06-01
PE03,2301,2976,5277,10187,7480,17667,2018-06-01
PE04,1479,1959,3438,10193,8795,18988,2018-06-01
PE05,39,38,77,643,607,1250,2018-06-01
PE06,1147,1533,2680,15037,14155,29192,2018-06-01
PE07,1663,2230,3893,17063,15164,32227,2018-06-01
PE08,584,726,1310,7122,6681,13803,2018-06-01
PE09,1215,1514,2729,12328,11661,23989,2018-06-01
PE10,775,1016,1791,9143,8486,17629,2018-06-01
PE11,1814,2177,3991,16650,13791,30441,2018-06-01
PE12,1272,1610,2882,16082,14130,30212,2018-06-01
PE13,1927,2082,4009,12883,10617,23500,2018-06-01
PE14,685,812,1497,8878,8125,17003,2018-06-01
PE15,1138,1458,2596,11142,9885,21027,2018-06-01
PE16,371,504,875,4280,3632,7912,2018-06-01
PE17,63,47,110,171,123,294,2018-06-01
PE18,50,82,132,124,102,226,2018-06-01
PE19,1779,2231,4010,17313,15746,33059,2018-06-01
PE20,486,588,1074,5711,5118,10829,2018-06-01
PE21,2506,2672,5178,14345,11364,25709,2018-06-01
PE22,502,598,1100,6944,6217,13161,2018-06-01
PE23,304,336,640,3479,3186,6665,2018-06-01
PE24,476,572,1048,4802,3988,8790,2018-06-01
PE25,1312,1443,2755,7316,5779,13095,2018-06-01
PE26,401,533,934,4602,4131,8733,2018-06-01
PE27,863,1123,1986,7820,6823,14643,2018-06-01
PE28,1499,1784,3283,18916,17981,36897,2018-06-01
PE29,1717,2173,3890,10172,8587,18759,2018-06-01
PE30,2654,3065,5719,14557,12275,26832,2018-06-01
PE31,516,598,1114,7849,7349,15198,2018-06-01
PE32,444,498,942,6357,6039,12396,2018-06-01
PE33,430,576,1006,6222,5703,11925,2018-06-01
PE34,454,577,1031,5654,5125,10779,2018-06-01
PE35,3,2,5,39,31,70,2018-06-01
PE36,244,286,530,2298,2144,4442,2018-06-01
PE37,369,505,874,4156,3719,7875,2018-06-01
PE38,484,585,1069,5825,5140,10965,2018-06-01
PE99,0,0,0,1,0,1,2018-06-01
PH01,2468,3150,5618,14469,12229,26698,2018-06-01
PH02,1548,1768,3316,12795,11793,24588,2018-06-01
PH03,253,279,532,2539,2410,4949,2018-06-01
PH04,29,48,77,359,352,711,2018-06-01
PH05,21,54,75,334,309,643,2018-06-01
PH06,81,96,177,988,981,1969,2018-06-01
PH07,380,478,858,3381,3081,6462,2018-06-01
PH08,88,101,189,819,762,1581,2018-06-01
PH09,20,41,61,365,347,712,2018-06-01
PH10,470,504,974,4167,3799,7966,2018-06-01
PH11,127,171,298,1370,1183,2553,2018-06-01
PH12,54,72,126,810,704,1514,2018-06-01
PH13,188,212,400,1591,1394,2985,2018-06-01
PH14,40,83,123,851,822,1673,2018-06-01
PH15,167,207,374,1395,1211,2606,2018-06-01
PH16,179,204,383,1519,1420,2939,2018-06-01
PH17,9,7,16,83,61,144,2018-06-01
PH18,25,42,67,312,262,574,2018-06-01
PH19,2,4,6,44,33,77,2018-06-01
PH20,63,84,147,618,554,1172,2018-06-01
PH21,90,108,198,827,777,1604,2018-06-01
PH22,194,246,440,1241,1095,2336,2018-06-01
PH23,29,33,62,327,328,655,2018-06-01
PH24,23,22,45,303,282,585,2018-06-01
PH25,33,37,70,367,344,711,2018-06-01
PH26,160,172,332,1446,1314,2760,2018-06-01
PH30,0,0,0,5,2,7,2018-06-01
PH31,17,25,42,239,230,469,2018-06-01
PH32,38,44,82,279,248,527,2018-06-01
PH33,700,892,1592,4188,3527,7715,2018-06-01
PH34,31,45,76,446,410,856,2018-06-01
PH35,16,19,35,138,109,247,2018-06-01
PH36,33,66,99,522,470,992,2018-06-01
PH37,6,11,17,65,54,119,2018-06-01
PH38,11,13,24,87,81,168,2018-06-01
PH39,28,19,47,159,164,323,2018-06-01
PH40,22,16,38,123,103,226,2018-06-01
PH41,67,62,129,359,325,684,2018-06-01
PH42,2,7,9,41,29,70,2018-06-01
PH43,2,2,4,10,9,19,2018-06-01
PH44,3,1,4,4,4,8,2018-06-01
PH49,39,58,97,439,376,815,2018-06-01
PH50,42,80,122,314,239,553,2018-06-01
PL00,0,1,1,0,0,0,2018-06-01
PL01,2204,2173,4377,7072,4698,11770,2018-06-01
PL02,2243,2726,4969,10017,8167,18184,2018-06-01
PL03,1696,2061,3757,10771,9382,20153,2018-06-01
PL04,2791,2592,5383,8442,5815,14257,2018-06-01
PL05,2734,3740,6474,13509,11083,24592,2018-06-01
PL06,1911,2482,4393,15235,13531,28766,2018-06-01
PL07,1101,1394,2495,11633,10937,22570,2018-06-01
PL08,176,160,336,2493,2479,4972,2018-06-01
PL09,974,1238,2212,11174,10450,21624,2018-06-01
PL10,158,212,370,1319,1201,2520,2018-06-01
PL11,534,699,1233,3933,3459,7392,2018-06-01
PL12,836,1025,1861,8507,7851,16358,2018-06-01
PL13,365,470,835,3870,3428,7298,2018-06-01
PL14,858,1132,1990,9037,8435,17472,2018-06-01
PL15,592,779,1371,8055,7432,15487,2018-06-01
PL16,42,59,101,845,789,1634,2018-06-01
PL17,361,356,717,4077,3725,7802,2018-06-01
PL18,172,254,426,2053,1958,4011,2018-06-01
PL19,590,658,1248,6274,6038,12312,2018-06-01
PL20,401,511,912,4710,4599,9309,2018-06-01
PL21,604,721,1325,7022,6843,13865,2018-06-01
PL22,117,149,266,1420,1384,2804,2018-06-01
PL23,116,143,259,1239,1217,2456,2018-06-01
PL24,436,554,990,3844,3554,7398,2018-06-01
PL25,1173,1315,2488,9321,8495,17816,2018-06-01
PL26,1135,1261,2396,10616,9466,20082,2018-06-01
PL27,385,499,884,4672,4496,9168,2018-06-01
PL28,187,198,385,1594,1542,3136,2018-06-01
PL29,33,24,57,375,365,740,2018-06-01
PL30,228,294,522,4439,4174,8613,2018-06-01
PL31,746,881,1627,5346,4592,9938,2018-06-01
PL32,142,191,333,1657,1561,3218,2018-06-01
PL33,66,72,138,752,712,1464,2018-06-01
PL34,61,79,140,696,653,1349,2018-06-01
PL35,32,43,75,394,393,787,2018-06-01
PO01,2683,3016,5699,6955,4528,11483,2018-06-01
PO02,3275,4131,7406,13213,10019,23232,2018-06-01
PO03,1196,1438,2634,7087,6017,13104,2018-06-01
PO04,2808,3206,6014,12980,10399,23379,2018-06-01
PO05,2538,2502,5040,7763,5330,13093,2018-06-01
PO06,2566,3178,5744,14232,12194,26426,2018-06-01
PO07,1673,2085,3758,16295,14953,31248,2018-06-01
PO08,1301,1553,2854,13944,13048,26992,2018-06-01
PO09,3109,4090,7199,16376,14141,30517,2018-06-01
PO10,641,758,1399,7315,6933,14248,2018-06-01
PO11,647,714,1361,7297,6694,13991,2018-06-01
PO12,2698,3168,5866,16326,14029,30355,2018-06-01
PO13,1956,2560,4516,12249,11012,23261,2018-06-01
PO14,1187,1366,2553,12980,12199,25179,2018-06-01
PO15,868,936,1804,8657,8040,16697,2018-06-01
PO16,1278,1387,2665,12330,11220,23550,2018-06-01
PO17,235,215,450,2798,2573,5371,2018-06-01
PO18,473,526,999,5796,5671,11467,2018-06-01
PO19,1633,1929,3562,10472,10016,20488,2018-06-01
PO20,1179,1381,2560,13393,12745,26138,2018-06-01
PO21,2065,2128,4193,14523,12913,27436,2018-06-01
PO22,1146,1345,2491,11753,10961,22714,2018-06-01
PO30,1485,1737,3222,10201,9412,19613,2018-06-01
PO31,662,753,1415,5368,5062,10430,2018-06-01
PO32,416,470,886,3066,2832,5898,2018-06-01
PO33,1648,1952,3600,10754,9690,20444,2018-06-01
PO34,62,71,133,902,910,1812,2018-06-01
PO35,153,136,289,1443,1420,2863,2018-06-01
PO36,829,932,1761,5955,5412,11367,2018-06-01
PO37,469,514,983,3403,2980,6383,2018-06-01
PO38,557,671,1228,4976,4485,9461,2018-06-01
PO39,92,135,227,990,919,1909,2018-06-01
PO40,236,270,506,2166,2060,4226,2018-06-01
PO41,71,72,143,970,945,1915,2018-06-01
PR00,0,0,0,1,0,1,2018-06-01
PR01,5040,5701,10741,20515,15077,35592,2018-06-01
PR02,4123,5106,9229,26761,22800,49561,2018-06-01
PR03,942,1187,2129,15813,14908,30721,2018-06-01
PR04,1825,2314,4139,24222,22486,46708,2018-06-01
PR05,1633,2106,3739,15099,13332,28431,2018-06-01
PR06,1339,1597,2936,13460,12223,25683,2018-06-01
PR07,2070,2567,4637,22566,20569,43135,2018-06-01
PR08,2618,3007,5625,19487,17777,37264,2018-06-01
PR09,1911,2204,4115,15635,13702,29337,2018-06-01
PR23,0,0,0,1,0,1,2018-06-01
PR25,1360,1757,3117,11287,10231,21518,2018-06-01
PR26,488,503,991,5206,4856,10062,2018-06-01
QF62,0,0,0,1,0,1,2018-06-01
QN21,0,0,0,1,0,1,2018-06-01
RG01,5280,5138,10418,14691,8846,23537,2018-06-01
RG02,3202,3831,7033,13764,10334,24098,2018-06-01
RG03,29,26,55,103,50,153,2018-06-01
RG04,1747,2135,3882,15459,14219,29678,2018-06-01
RG05,1078,1267,2345,10329,9496,19825,2018-06-01
RG06,2045,2202,4247,14549,12486,27035,2018-06-01
RG07,1124,1391,2515,13492,12772,26264,2018-06-01
RG08,771,679,1450,7930,7633,15563,2018-06-01
RG09,999,983,1982,9476,9329,18805,2018-06-01
RG10,630,640,1270,7618,7317,14935,2018-06-01
RG11,33,27,60,98,69,167,2018-06-01
RG12,2995,3752,6747,21308,18380,39688,2018-06-01
RG13,29,43,72,88,75,163,2018-06-01
RG14,1949,2298,4247,14898,12716,27614,2018-06-01
RG15,19,25,44,73,59,132,2018-06-01
RG16,18,22,40,101,73,174,2018-06-01
RG17,608,642,1250,6027,5718,11745,2018-06-01
RG18,719,857,1576,7354,6751,14105,2018-06-01
RG19,696,794,1490,6577,6047,12624,2018-06-01
RG20,599,717,1316,8202,7918,16120,2018-06-01
RG21,2029,2327,4356,9782,7598,17380,2018-06-01
RG22,2022,2639,4661,15517,13561,29078,2018-06-01
RG23,539,674,1213,4924,4407,9331,2018-06-01
RG24,1542,2063,3605,12746,11294,24040,2018-06-01
RG25,283,312,595,3543,3328,6871,2018-06-01
RG26,798,959,1757,9064,8369,17433,2018-06-01
RG27,612,651,1263,9229,9182,18411,2018-06-01
RG28,220,273,493,2250,2043,4293,2018-06-01
RG29,184,275,459,2610,2549,5159,2018-06-01
RG30,3735,4488,8223,15946,12331,28277,2018-06-01
RG31,1158,1466,2624,11057,10078,21135,2018-06-01
RG33,0,0,0,0,1,1,2018-06-01
RG34,0,0,0,0,1,1,2018-06-01
RG40,1017,1098,2115,11912,11448,23360,2018-06-01
RG41,1057,1178,2235,11777,11443,23220,2018-06-01
RG42,1070,1165,2235,10705,10208,20913,2018-06-01
RG45,445,485,930,5580,5429,11009,2018-06-01
RH01,2443,2942,5385,18002,16159,34161,2018-06-01
RH02,979,1196,2175,10117,9716,19833,2018-06-01
RH03,126,115,241,1821,1794,3615,2018-06-01
RH04,686,792,1478,6055,5715,11770,2018-06-01
RH05,645,676,1321,6963,6615,13578,2018-06-01
RH06,1370,1518,2888,12754,11664,24418,2018-06-01
RH07,497,379,876,3852,3337,7189,2018-06-01
RH08,573,667,1240,6058,5989,12047,2018-06-01
RH09,180,225,405,2210,2185,4395,2018-06-01
RH10,3731,4036,7767,26364,22446,48810,2018-06-01
RH11,4482,5367,9849,19877,15457,35334,2018-06-01
RH12,1837,2124,3961,18748,17790,36538,2018-06-01
RH13,1315,1566,2881,15287,14482,29769,2018-06-01
RH14,493,580,1073,6364,6039,12403,2018-06-01
RH15,1402,1573,2975,11969,11380,23349,2018-06-01
RH16,1582,1873,3455,13528,12680,26208,2018-06-01
RH17,621,714,1335,7795,7684,15479,2018-06-01
RH18,279,307,586,1914,1949,3863,2018-06-01
RH19,1424,1634,3058,13961,12976,26937,2018-06-01
RH20,696,750,1446,10804,10681,21485,2018-06-01
RM01,1410,1628,3038,7636,6293,13929,2018-06-01
RM02,593,700,1293,5085,4610,9695,2018-06-01
RM03,2877,3873,6750,14711,12075,26786,2018-06-01
RM04,138,144,282,1972,1838,3810,2018-06-01
RM05,1185,1499,2684,6976,6078,13054,2018-06-01
RM06,2983,3671,6654,11476,8669,20145,2018-06-01
RM07,2144,2707,4851,10231,8363,18594,2018-06-01
RM08,4603,5481,10084,13531,9438,22969,2018-06-01
RM09,3740,4745,8485,11111,7469,18580,2018-06-01
RM10,4078,5074,9152,11703,7942,19645,2018-06-01
RM11,1367,1589,2956,12367,11513,23880,2018-06-01
RM12,1783,2132,3915,12857,11116,23973,2018-06-01
RM13,1971,2359,4330,10760,8874,19634,2018-06-01
RM14,1012,1082,2094,10641,9940,20581,2018-06-01
RM15,1778,2255,4033,10583,8633,19216,2018-06-01
RM16,1960,2497,4457,15495,13559,29054,2018-06-01
RM17,1896,2500,4396,10103,7368,17471,2018-06-01
RM18,1392,1870,3262,5691,4478,10169,2018-06-01
RM19,514,686,1200,2577,1873,4450,2018-06-01
RM20,452,609,1061,2380,1538,3918,2018-06-01
S01,581,401,982,1053,449,1502,2018-06-01
S02,3766,4413,8179,10114,6584,16698,2018-06-01
S03,1913,1552,3465,3290,1461,4751,2018-06-01
S04,1418,1383,2801,3218,1722,4940,2018-06-01
S05,4553,6113,10666,16172,11391,27563,2018-06-01
S06,3192,3797,6989,18883,15751,34634,2018-06-01
S06O,0,0,0,0,1,1,2018-06-01
S07,1231,1161,2392,5949,4979,10928,2018-06-01
S07O,0,0,0,1,0,1,2018-06-01
S08,2594,3082,5676,14779,12412,27191,2018-06-01
S08O,0,0,0,1,0,1,2018-06-01
S09,2156,2597,4753,8228,5115,13343,2018-06-01
S10,2210,2195,4405,13087,11619,24706,2018-06-01
S11,1733,1812,3545,10720,9799,20519,2018-06-01
S12,1519,2281,3800,11947,9374,21321,2018-06-01
S13,1510,2084,3594,9843,7760,17603,2018-06-01
S14,797,1039,1836,2160,1385,3545,2018-06-01
S16,0,0,0,0,1,1,2018-06-01
S17,478,559,1037,6073,5963,12036,2018-06-01
S18,707,881,1588,9583,8999,18582,2018-06-01
S19,4,10,14,51,36,87,2018-06-01
S20,1147,1622,2769,10896,9242,20138,2018-06-01
S21,778,1112,1890,7518,6345,13863,2018-06-01
S22,0,1,1,0,0,0,2018-06-01
S24,0,0,0,0,1,1,2018-06-01
S25,800,1191,1991,7709,6683,14392,2018-06-01
S26,882,1274,2156,9563,8337,17900,2018-06-01
S29,0,0,0,1,0,1,2018-06-01
S30,32,30,62,154,137,291,2018-06-01
S31,23,29,52,95,38,133,2018-06-01
S32,149,178,327,2355,2319,4674,2018-06-01
S33,146,152,298,1966,1848,3814,2018-06-01
S35,1337,1851,3188,15219,13454,28673,2018-06-01
S36,964,1274,2238,10798,9535,20333,2018-06-01
S37,1,0,1,0,0,0,2018-06-01
S40,1750,2197,3947,12117,10186,22303,2018-06-01
S41,1801,2347,4148,12197,10255,22452,2018-06-01
S42,1038,1395,2433,10700,9286,19986,2018-06-01
S43,1883,2660,4543,14110,11464,25574,2018-06-01
S44,1029,1393,2422,7658,6284,13942,2018-06-01
S45,575,807,1382,4803,3984,8787,2018-06-01
S46,0,0,0,3,0,3,2018-06-01
S49,0,0,0,1,0,1,2018-06-01
S54,0,0,0,1,0,1,2018-06-01
S60,1758,2505,4263,13836,11214,25050,2018-06-01
S61,2012,2622,4634,11332,8883,20215,2018-06-01
S62,1100,1487,2587,6411,4921,11332,2018-06-01
S63,2438,3119,5557,13239,10422,23661,2018-06-01
S64,1815,2273,4088,10252,7973,18225,2018-06-01
S65,2476,2921,5397,9975,7068,17043,2018-06-01
S66,2003,2871,4874,16086,13531,29617,2018-06-01
S68,0,0,0,0,1,1,2018-06-01
S70,2532,2937,5469,12610,9194,21804,2018-06-01
S71,2573,3326,5899,15510,12236,27746,2018-06-01
S72,1372,1829,3201,8602,6773,15375,2018-06-01
S73,1518,1999,3517,9436,7464,16900,2018-06-01
S74,868,1251,2119,5951,4760,10711,2018-06-01
S75,1541,2049,3590,16491,14419,30910,2018-06-01
S76,0,0,0,1,0,1,2018-06-01
S80,1728,2091,3819,9947,7883,17830,2018-06-01
S81,1377,1882,3259,13926,12231,26157,2018-06-01
SA01,4325,4245,8570,13386,8854,22240,2018-06-01
SA02,1723,1795,3518,12663,11264,23927,2018-06-01
SA03,806,852,1658,10450,10177,20627,2018-06-01
SA04,1536,1928,3464,16560,15600,32160,2018-06-01
SA05,2076,2931,5007,11218,9156,20374,2018-06-01
SA06,1584,2226,3810,11387,9570,20957,2018-06-01
SA07,543,764,1307,5521,5000,10521,2018-06-01
SA08,458,596,1054,4718,4295,9013,2018-06-01
SA09,508,711,1219,5606,4990,10596,2018-06-01
SA10,1068,1484,2552,11229,9815,21044,2018-06-01
SA11,1703,2316,4019,11955,9729,21684,2018-06-01
SA12,1717,2239,3956,10632,9048,19680,2018-06-01
SA13,988,1245,2233,6641,5325,11966,2018-06-01
SA14,1180,1505,2685,12398,11196,23594,2018-06-01
SA15,1753,2111,3864,12338,10415,22753,2018-06-01
SA16,310,412,722,3112,2763,5875,2018-06-01
SA17,330,414,744,3550,3130,6680,2018-06-01
SA18,1178,1362,2540,10892,9752,20644,2018-06-01
SA19,257,339,596,3877,3642,7519,2018-06-01
SA20,117,136,253,1302,1135,2437,2018-06-01
SA31,757,949,1706,5595,5199,10794,2018-06-01
SA32,154,183,337,3138,3027,6165,2018-06-01
SA33,309,394,703,5094,4746,9840,2018-06-01
SA34,135,156,291,2061,1876,3937,2018-06-01
SA35,15,21,36,362,326,688,2018-06-01
SA36,12,7,19,140,139,279,2018-06-01
SA37,33,45,78,583,512,1095,2018-06-01
SA38,153,169,322,1773,1663,3436,2018-06-01
SA39,61,80,141,1025,910,1935,2018-06-01
SA40,139,124,263,1071,992,2063,2018-06-01
SA41,49,54,103,846,774,1620,2018-06-01
SA42,66,69,135,828,784,1612,2018-06-01
SA43,481,558,1039,4827,4427,9254,2018-06-01
SA44,304,363,667,4516,4304,8820,2018-06-01
SA45,68,53,121,624,568,1192,2018-06-01
SA46,96,111,207,964,864,1828,2018-06-01
SA47,52,42,94,401,394,795,2018-06-01
SA48,376,352,728,3294,3016,6310,2018-06-01
SA61,763,1006,1769,4703,4184,8887,2018-06-01
SA62,585,718,1303,8385,7827,16212,2018-06-01
SA63,31,29,60,507,486,993,2018-06-01
SA64,88,131,219,843,704,1547,2018-06-01
SA65,158,204,362,1582,1390,2972,2018-06-01
SA66,89,95,184,1270,1230,2500,2018-06-01
SA67,206,276,482,2772,2630,5402,2018-06-01
SA68,103,131,234,1607,1509,3116,2018-06-01
SA69,102,123,225,1478,1337,2815,2018-06-01
SA70,363,477,840,3367,3056,6423,2018-06-01
SA71,463,519,982,4022,3540,7562,2018-06-01
SA72,550,625,1175,3425,3117,6542,2018-06-01
SA73,886,1140,2026,7129,6232,13361,2018-06-01
SA99,1,1,2,0,0,0,2018-06-01
SE00,0,1,1,0,1,1,2018-06-01
SE01,8651,8711,17362,18875,11586,30461,2018-06-01
SE01V,0,0,0,2,0,2,2018-06-01
SE02,3248,3909,7157,7953,5856,13809,2018-06-01
SE03,2765,3310,6075,11630,9751,21381,2018-06-01
SE04,3539,3843,7382,8428,6900,15328,2018-06-01
SE05,7523,8175,15698,12724,8606,21330,2018-06-01
SE06,6480,7250,13730,15717,12615,28332,2018-06-01
SE06N,1,0,1,0,0,0,2018-06-01
SE07,2623,3091,5714,6448,4578,11026,2018-06-01
SE08,4499,4782,9281,7972,5304,13276,2018-06-01
SE09,4832,5819,10651,21117,17808,38925,2018-06-01
SE10,2525,3079,5604,9195,7194,16389,2018-06-01
SE11,3205,3360,6565,6508,4049,10557,2018-06-01
SE12,2421,2847,5268,8815,7356,16171,2018-06-01
SE13,5346,5606,10952,12558,9716,22274,2018-06-01
SE14,3907,3999,7906,6795,4619,11414,2018-06-01
SE15,11153,11355,22508,16750,11868,28618,2018-06-01
SE16,5560,6305,11865,14297,9757,24054,2018-06-01
SE17,6025,6228,12253,8296,4722,13018,2018-06-01
SE18,11477,11976,23453,21446,14315,35761,2018-06-01
SE19,2766,3347,6113,9236,7600,16836,2018-06-01
SE20,2539,2958,5497,7031,5846,12877,2018-06-01
SE21,1455,1576,3031,5051,4660,9711,2018-06-01
SE22,3138,3467,6605,9414,8229,17643,2018-06-01
SE23,3441,3942,7383,10386,8949,19335,2018-06-01
SE24,1953,2018,3971,5787,5089,10876,2018-06-01
SE25,4064,4686,8750,10745,8841,19586,2018-06-01
SE26,3134,3684,6818,8699,7364,16063,2018-06-01
SE27,2604,2883,5487,6504,5246,11750,2018-06-01
SE28,3534,4475,8009,7798,5474,13272,2018-06-01
SE29,1,3,4,2,0,2,2018-06-01
SE31,0,1,1,0,0,0,2018-06-01
SE33,0,1,1,0,0,0,2018-06-01
SE35,0,1,1,0,0,0,2018-06-01
SE37,0,1,1,0,0,0,2018-06-01
SE50,0,0,0,1,0,1,2018-06-01
SE57,0,1,1,0,0,0,2018-06-01
SE59,0,0,0,1,0,1,2018-06-01
SE60,0,0,0,2,0,2,2018-06-01
SE72,1,0,1,0,0,0,2018-06-01
SE73,0,0,0,1,0,1,2018-06-01
SE74,0,1,1,1,0,1,2018-06-01
SE75,1,0,1,0,0,0,2018-06-01
SE76,0,0,0,1,0,1,2018-06-01
SE77,1,0,1,0,0,0,2018-06-01
SE81,0,0,0,0,1,1,2018-06-01
SE85,0,0,0,1,0,1,2018-06-01
SE88,0,0,0,1,0,1,2018-06-01
SE90,0,0,0,0,1,1,2018-06-01
SE91,0,1,1,0,0,0,2018-06-01
SE99,0,0,0,0,1,1,2018-06-01
SG00,0,0,0,0,1,1,2018-06-01
SG01,3175,3782,6957,18804,15744,34548,2018-06-01
SG02,2194,2771,4965,15507,13532,29039,2018-06-01
SG03,242,284,526,2838,2752,5590,2018-06-01
SG04,1199,1388,2587,11498,10782,22280,2018-06-01
SG05,1335,1548,2883,12654,11870,24524,2018-06-01
SG06,1691,2200,3891,12184,10831,23015,2018-06-01
SG07,522,605,1127,5219,4971,10190,2018-06-01
SG08,1361,1547,2908,15642,14396,30038,2018-06-01
SG09,273,301,574,4488,4413,8901,2018-06-01
SG10,49,62,111,810,812,1622,2018-06-01
SG11,238,212,450,3537,3322,6859,2018-06-01
SG12,1209,1344,2553,11602,10754,22356,2018-06-01
SG13,692,749,1441,6620,6265,12885,2018-06-01
